Date,close_price,high_price,low_price,open_price,trading_volume,daily_range,vwap_proxy
2021-08-09,142.6148681640625,143.21035833317768,142.05843483321482,142.72225212556916,48908700,1.1519234999628623,142.62788711015165
2021-08-10,142.1365203857422,144.19632898598317,141.84365370926938,142.95653516321173,69023100,2.3526752767137964,142.72550102699824
2021-08-11,142.39035034179688,143.22989365517753,142.06819844175104,142.57583309295842,48493500,1.1616952134264977,142.56281414624183
2021-08-12,145.3482666015625,145.50446416374157,142.37081574173467,142.71249604702388,72282600,3.1336484220068996,144.40784883567957
2021-08-13,145.55325317382812,145.88516176552068,144.74299521470792,145.42634081402107,59375000,1.1421665508127603,145.39380338468558
2021-08-16,147.5252227783203,147.59356480078714,142.9858407795006,145.00659283395282,103296000,4.607724021286543,146.034876119536
2021-08-17,146.61734008789062,148.0718870042623,145.5435005089824,146.6563820290242,92229700,2.5283864952799036,146.74424253371177
2021-08-18,142.87844848632812,147.13473517673972,142.67343732669485,146.2366215497856,86326000,4.461297850044872,144.22887366325423
2021-08-19,143.2103271484375,144.4794059910355,141.06266328178802,141.58005455752308,86960300,3.4167427092474725,142.91746547375365
2021-08-20,144.66490173339844,144.9675251601663,143.28843882859866,143.9327425154178,60549600,1.679086331567646,144.30695524072112
2021-08-23,146.1487579345703,146.61733569322217,144.37204430196212,144.7820517027598,60131800,2.2452913912600536,145.71271264325154
2021-08-24,146.06094360351562,147.27145274878882,145.60212242966827,145.89498922724675,48606400,1.6693303191205473,146.31150626065758
2021-08-25,144.8308563232422,146.74423897086186,144.28417982272728,146.24636116832204,58991300,2.460059148134576,145.28642503894378
2021-08-26,144.03038024902344,145.5727977281921,144.00109506679658,144.82112485660906,48597200,1.571702661395534,144.53475768133737
2021-08-27,145.06517028808594,145.2115961914639,143.33727014912955,143.97180225819312,55802400,1.87432604233436,144.5380122095598
2021-08-30,149.47760009765625,149.8388087234133,145.07488865020937,145.45561079403902,90956700,4.763920073203934,148.1304324904263
2021-08-31,148.2183074951172,149.16523456794167,147.69114453920625,149.02856544896787,86453100,1.474090028735418,148.3582288674217
2021-09-01,148.88214111328125,151.29338682527435,148.71618680019012,149.19453621732464,80313700,2.577200025084238,149.6305715795819
2021-09-02,149.99502563476562,151.0395800272227,148.77476016459727,150.20979354918074,71115500,2.264819862625444,149.93645527552852
2021-09-03,150.62960815429688,150.95176010192384,149.4483843463314,150.10244500515378,57808700,1.5033757555924296,150.34325086751736
2021-09-07,152.9626922607422,153.5191254698615,150.71740121777114,151.2836060822293,82278300,2.8017242520903665,152.39973964945827
2021-09-08,151.42025756835938,153.30433974824393,150.31713314223805,153.2457694062931,74420200,2.987206606005884,151.68057681961378
2021-09-09,150.40501403808594,152.39648028234163,150.28785845020124,151.79123351222952,57305700,2.1086218321403862,151.02978425687627
2021-09-10,145.42636108398438,151.7814983871202,145.1627795675759,151.31292061025323,140893200,6.618718819544284,147.45687967956016
2021-09-13,145.99256896972656,147.818081410703,145.21159606216116,147.04688016056696,102404300,2.606485348541838,146.3407488141969
2021-09-14,144.59657287597656,147.4764113119793,143.41536423851278,146.77353720711707,109296300,4.061047073466511,145.16278280882287
2021-09-15,145.4849090576172,145.88515965134906,142.88818092204215,145.02608811276684,83281300,2.9969787293069032,144.7527498770028
2021-09-16,145.25062561035156,145.42635157507345,143.71798000246844,144.90896023332135,68034100,1.7083715726050173,144.79831906263115
2021-09-17,142.58555603027344,145.27991132028194,142.29268938190515,145.27991132028194,129868800,2.9872219383767913,143.3860522441535
2021-09-20,139.53977966308594,141.39457695669392,137.90950701335717,140.37932278347847,123478900,3.485069943336754,139.6146212110457
2021-09-21,140.01812744140625,141.16030897663776,139.38359538478255,140.5062336067531,75834000,1.7767135918552128,140.18734393427553
2021-09-22,142.38059997558594,142.94679012081193,140.28173414994058,141.0138935295288,76404300,2.66505597087135,141.8697080821128
2021-09-23,143.3372344970703,143.58128753921014,142.17553963315416,143.16150856090553,64838200,1.4057479060559785,143.03135388981153
2021-09-24,143.4251251220703,143.96204492535793,142.09747565204063,142.1951028511181,53477900,1.8645692733173007,143.1615485664896
2021-09-27,141.9119873046875,142.48796392317834,140.39887004950094,142.00961449990794,74150700,2.089093873677399,141.59960709245559
2021-09-28,138.53428649902344,141.30672576458994,138.31951860844126,139.84240736288436,108972300,2.987207156148685,139.3868436240182
2021-09-29,139.4324188232422,141.013878143942,138.65144592439347,139.08098176355122,74602000,2.3624322195485377,139.6992476305259
2021-09-30,138.13401794433594,140.94551367693097,137.91925008166186,140.2426397437822,89056700,3.026263595269114,138.99959390097627
2021-10-01,139.25665283203125,139.5202342750178,135.80086848455736,138.52449374270236,94639600,3.7193657904604436,138.19258519720213
2021-10-04,135.8302001953125,138.82717957779718,134.98090012736012,138.3878720570302,98322000,3.8462794504370663,136.5460933001566
2021-10-05,137.7533416748047,138.85646652806082,136.04496985928344,136.17188224652747,80861100,2.81149666877738,137.55159268738296
2021-10-06,138.62213134765625,138.76855721821823,135.0784763218966,136.15231569207103,83221100,3.690080896321632,137.48972162925702
2021-10-07,139.8814239501953,140.7893089405512,139.3249908042086,139.65689934011746,61732700,1.464318136342598,139.99857456498503
2021-10-08,139.500732421875,140.7502829805711,139.16882381318146,140.60385709315267,58773200,1.5814591673896246,139.80661307187586
2021-10-11,139.41290283203125,141.3653278052875,138.43669034540312,138.88575464341304,64452200,2.928637459884385,139.73830699424062
2021-10-12,138.14376831054688,139.8423827196876,137.68494743386773,139.82285430694407,73035900,2.157435285819872,138.55703282136741
2021-10-13,137.55809020996094,138.03642474342516,135.88876048394778,137.88024208325538,78762700,2.1476642594773807,137.16109181244462
2021-10-14,140.3402862548828,140.45744186952987,138.1438084019397,138.72954178771872,69907100,2.313633467590165,139.64717884211746
2021-10-15,141.39459228515625,141.45316264244676,140.0962280805495,140.35005282323274,67940300,1.3569345618972477,140.98132766938417
2021-10-18,143.0638885498047,143.3469835092285,139.75453007307178,140.03762503249558,85589200,3.592453436156717,142.055134044035
2021-10-19,145.2213592529297,145.62160993395176,143.06393807186709,143.51298745891924,76378900,2.557671862084675,144.6356357529162
2021-10-20,145.70945739746094,146.18780683574556,144.59657585778285,145.16278083703227,58418800,1.5912309779627094,145.49794669699645
2021-10-21,145.92422485351562,146.0804224119474,144.35252229936606,145.27016433537898,61421000,1.7279001125813522,145.45238985494302
2021-10-22,145.15301513671875,146.6075619891813,145.1042015405824,146.12922747617256,58883400,1.5033604485988974,145.6215928888275
2021-10-25,145.1042022705078,145.8168331110648,144.10846150842693,145.14324421012236,50720600,1.7083716026378681,145.00983229666653
2021-10-26,145.7680206298828,147.25185252804923,145.4653823192533,145.77777738990952,60893400,1.7864702087959188,146.16175182572843
2021-10-27,145.30923461914062,146.1682914783705,144.95779752805828,145.80709762491546,56094900,1.2104939503122125,145.47844120852312
2021-10-28,148.94068908691406,149.52640741666096,146.15847860921852,146.25610577875034,100077900,3.367928807442439,148.20852503759784
2021-10-29,146.23660278320312,146.37327190681347,142.92724374395107,143.7179733088264,124953200,3.4460281628624045,145.17903947798922
2021-11-01,145.41661071777344,146.13899838558393,144.2842007193759,145.44589589912687,74588300,1.854797666208043,145.27993660757775
2021-11-02,146.45138549804688,147.96451766703325,145.11396440756303,145.12373606469237,69122000,2.8505532594702174,146.50995585754774
2021-11-03,147.8863983154297,148.35497602206758,146.25612565424197,146.8125588879088,54511500,2.098850367825605,147.4991666639131
2021-11-04,147.36900329589844,148.80402155525002,147.05660823548425,147.97425010568048,60394600,1.7474133197657693,147.74321102887757
2021-11-05,147.8969268798828,148.79635114627666,146.7042085245969,148.49328605752575,65463900,2.0921426216797556,147.79916218358548
2021-11-08,147.07571411132812,148.18044870579655,146.80197694204415,148.0240232040466,55020900,1.378471763752401,147.3527132530563
2021-11-09,147.4374237060547,148.04355383183062,146.7041960051751,146.84106457930375,56787900,1.3393578266555153,147.3950578476868
2021-11-10,144.61209106445312,146.77267581374304,144.54366421842147,146.6651351263565,65187100,2.229011595321566,145.30947703220588
2021-11-11,144.5631866455078,146.0882980655143,144.37743321812488,145.62882237351127,41000000,1.7108648473894164,145.00963930971565
2021-11-12,146.63577270507812,147.03659252052734,144.18189439318962,145.11064651980587,63804000,2.8546981273377128,145.9514198729317
2021-11-15,146.64556884765625,148.483531417499,146.08830852560698,147.00728981052836,59222800,2.3952228918920184,147.07246959692074
2021-11-16,147.6232147216797,148.1022623119589,146.0003334167105,146.5869216938867,59256200,2.101928895248392,147.241936816783
2021-11-17,150.0575408935547,151.53376771191043,147.61344786594324,147.62321886773208,88807000,3.9203198459671853,149.7349188238028
2021-11-18,154.33956909179688,155.12168178008048,149.627365877677,150.2726099643279,137827700,5.4943159024034856,153.02953891651813
2021-11-19,156.95965576171875,157.41914644005507,153.02955003283444,154.12449892543512,117305600,4.389596407220637,155.80278407820276
2021-11-22,157.4191436767578,161.99447854129045,157.3995867561447,158.06437288139423,117467900,4.594891785145734,158.937736324731
2021-11-23,157.8004150390625,158.18169292863084,155.502961782972,157.51689191338718,96041900,2.678731145658844,157.16168991688843
2021-11-24,158.3185577392578,158.51408217991855,156.06998937776268,157.15516717862224,69463600,2.4440928021558648,157.63420976564635
2021-11-26,153.30328369140625,156.8618824271744,152.8633499442556,156.00157185337474,76959800,3.9985324829188187,154.3428386876121
2021-11-29,156.65655517578125,157.58530732404222,155.23896961955737,155.8060008585356,88748200,2.346337704484853,156.49361070646026
2021-11-30,161.6034393310547,161.81852071802552,156.34374618750323,156.41218795497596,174048100,5.474774530522296,159.92190207886117
2021-12-01,161.08526611328125,166.49159798116264,160.85062784337472,163.7346542506034,152052500,5.640970137787917,162.80916397927288
2021-12-02,160.09786987304688,160.52803264766237,154.27116024660182,155.19014164372396,136739200,6.256872401060548,158.29902092243702
2021-12-03,158.2207489013672,161.27098610748033,156.14816349171144,160.3520050545032,118023100,5.122822615768882,158.54663283351965
2021-12-06,161.62298583984375,164.12573463510114,160.60623481829575,160.61600581977925,107497000,3.519499816805393,162.1183184310802
2021-12-07,167.35189819335938,167.74296195252498,164.5754126322905,165.29886939857903,120405400,3.1675493202344853,166.55675759272495
2021-12-08,171.1646728515625,172.02499811029608,166.88261839066362,168.2806469361057,116998900,5.1423797196324585,170.02409645084074
2021-12-09,170.6563262939453,172.79735388590385,170.03063915946248,170.9985052389604,108923700,2.7667147264413643,171.16143977977057
2021-12-10,175.4369659423828,175.61294836881706,170.78341894665584,171.29179439045112,115402700,4.829529422161215,173.94444441928522
2021-12-13,171.80995178222656,178.05705234389498,171.60464142456377,177.06962931153166,153237000,6.452410919331214,173.82388185022842
2021-12-14,170.43148803710938,173.76523433574428,168.3589020297747,171.33091243496327,139380400,5.406332305969585,170.85187480087612
2021-12-15,175.2903289794922,175.48585340924998,168.4566405154073,171.19402728468987,131063300,7.029212893842697,173.0776076347165
2021-12-16,168.40777587890625,177.08919884301145,166.9315491019716,175.27079308478832,150185800,10.157649741039847,170.8095079412964
2021-12-17,167.31280517578125,169.59070130648584,165.8952344280195,166.12985777423478,195432700,3.695466878466334,167.59958030342887
2021-12-20,165.95388793945312,166.76532847471316,163.71510567618958,164.51676029378936,107499100,3.0502227985235777,165.47810736345195
2021-12-21,169.1214599609375,169.3267554134747,165.33799395674112,167.72343104614094,91185900,3.9887614567335845,167.92873644371778
2021-12-22,171.71218872070312,171.92727008747283,168.30022969109157,169.1703261593658,92135300,3.627040396381261,170.64656283308918
2021-12-23,172.33786010742188,172.89512039322665,171.35045204505695,171.9174833311616,68356600,1.5446683481696937,172.19447751523515
2021-12-27,176.29730224609375,176.3852860059842,173.1102106304085,173.12975263201184,74919600,3.2750753755757103,175.26426629416213
2021-12-28,175.28054809570312,177.2749361221624,174.5375492742612,176.1311025117923,79144300,2.7373868479011776,175.69767783070893
2021-12-29,175.36856079101562,176.5906072567406,174.15628532669507,175.31967594887476,62348900,2.4343219300455416,175.37181779148378
2021-12-30,174.21490478515625,176.53191454419968,174.10736412193012,175.4565079119385,59773000,2.4245504222695615,174.95139448376202
2021-12-31,173.59902954101562,175.2218958133562,173.29594950484335,174.1073900997929,64062300,1.925946308512863,174.03895828640506
2022-01-03,177.93972778320312,178.79028222604728,173.73590007898758,173.85321176039008,104487900,5.054382147059698,176.82197002941265
2022-01-04,175.68138122558594,178.84893075193062,175.1143499260673,178.54586564233023,99310400,3.7345808258633326,176.54822063452795
2022-01-05,171.0082550048828,176.1408490374331,170.7345178498846,175.5933747274367,94537600,5.4063311875484885,172.62787396406682
2022-01-06,168.15357971191406,171.3797850968752,167.80162976232634,168.83792269234627,96904000,3.5781553345488533,169.11166485703853
2022-01-07,168.3197479248047,170.24569386432273,167.20524242477114,169.02364770562122,86709100,3.040451439551589,168.59022807129952
2022-01-10,168.33932495117188,168.64239004792708,164.40921985835627,165.2988731483881,106765600,4.233170189570814,167.13031161915174
2022-01-11,171.1646728515625,171.26242759251966,166.99994496438987,168.4664003367464,76138300,4.2624826281297885,169.80901513615734
2022-01-12,171.60464477539062,173.21774007794218,170.91053076473975,172.18144710369126,74805200,2.307209313202435,171.91097187269085
2022-01-13,168.33932495117188,172.6702498945838,167.94826118313495,171.8490383580425,84505800,4.721988711448859,169.6526120096302
2022-01-14,169.1996612548828,169.89377524696252,167.26392904254132,167.50833831927105,80440800,2.6298462044211988,168.78578851479554
2022-01-18,166.0027618408203,168.68147761318977,165.62148401611884,167.6745127192973,90956700,3.059993597070928,166.76857449004297
2022-01-19,162.51260375976562,167.25414945182573,162.22909557704548,166.19829964047344,94815000,5.025053874780241,163.99861626287895
2022-01-20,160.8310546875,165.8854360990158,160.50843269303434,163.24581922868165,91420500,5.377003405981469,162.40830782651673
2022-01-21,158.77801513671875,162.61035005803072,158.67047447923693,160.74305996791702,122848900,3.9398755787937887,160.01961322466215
2022-01-24,158.0056915283203,158.67049246380245,151.2404450916643,156.44148123567246,162294600,7.430047372138148,155.97220969459568
2022-01-25,156.20687866210938,159.12023349113454,153.5086052215586,155.42476587834437,115798400,5.611628269575931,156.27857245826752
2022-01-26,156.11886596679688,160.7137572085088,154.29068942101793,159.84366081362626,108275300,6.423067787490879,157.04110419877455
2022-01-27,155.65939331054688,160.17607231774176,154.74041197266266,158.81715723147198,121954600,5.4356603450791,156.85862586698377
2022-01-28,166.5209503173828,166.54050723879885,159.15934320684596,162.00427111169125,179935700,7.381164031952892,164.07360025434255
2022-01-31,170.87139892578125,171.0864802658057,165.71924760028926,166.3547206203823,115541600,5.36723266551644,169.22570893062542
2022-02-01,170.70521545410156,170.93006781127377,168.45664712970438,170.1186272242385,86213900,2.4734206815693938,170.03064346502657
2022-02-02,171.90771484375,171.94682868403083,169.4538509394799,170.84209391826516,84914300,2.4929777445509274,171.1027981557536
2022-02-03,169.03343200683594,172.2987509371964,168.27087633720052,170.57810026310062,89418100,4.027874599995869,169.86768642707762
2022-02-04,168.7495880126953,170.4234840013588,167.07569202403184,168.05457472378333,82465400,3.347791977326949,168.7495880126953
2022-02-07,168.0349884033203,170.27662295458384,167.3399751947351,169.20964451994723,77251200,2.9366477598487393,168.55052885087977
2022-02-08,171.1380615234375,171.64708470161528,167.8098514342005,168.10351922686326,74829200,3.837233267414774,170.19833255308444
2022-02-09,172.5574188232422,172.9196005956565,171.20655609241282,172.33228001362485,71285000,1.7130445032436796,172.22785850377053
2022-02-10,168.48529052734375,171.7743370940817,167.92733513885554,170.462637822063,90865900,3.8470019552261476,169.39565425342698
2022-02-11,165.07876586914062,169.42500712943504,164.49143031742815,168.6908451580762,98670700,4.933576812006891,166.33173443866795
2022-02-14,165.31369018554688,165.99890498473425,163.04267549502603,163.83556797241158,86185500,2.956229489708221,164.78509022176905
2022-02-15,169.14114379882812,169.29776862360237,166.65478818594016,167.3595849608588,62527400,2.642980437662203,168.3645668694569
2022-02-16,168.9062042236328,169.67951494494773,166.45899759893967,168.2209893560315,61177400,3.2205173460080516,168.34823892250674
2022-02-17,165.31369018554688,168.27970312361404,164.91234475439344,167.41828169802858,69589300,3.3673583692205966,166.16857935451813
2022-02-18,163.76708984375,166.93866044821442,162.68052937533312,166.23387859788448,82772700,4.258131072881298,164.46209322243251
2022-02-22,160.84999084472656,163.16993775264925,158.72580252665216,161.4960419882263,91162800,4.444135225997087,160.91524370800934
2022-02-23,156.6897430419922,162.64133603328534,156.37649344425944,162.04421705709984,90009200,6.264842589025903,158.56919083984565
2022-02-24,159.3033905029297,159.411068207212,148.79018396900835,149.35793777917277,141147500,10.620884238203644,155.83488089305
2022-02-25,161.36880493164062,161.6330924831591,157.47284137265066,160.38012393186045,91974200,4.160251110508426,160.15824626248346
2022-02-28,161.6331024169922,161.9267702066246,158.99990563300975,159.6166064975814,95056600,2.926864573614864,160.85325941887552
2022-03-01,159.753662109375,163.08187242749526,158.54964050687724,161.2219862371019,83474400,4.532231920618017,160.4617250145825
2022-03-02,163.0426788330078,163.82578787806702,159.50891214996344,160.91850544375748,79724800,4.316875728103582,162.12579295367942
2022-03-03,162.71966552734375,165.34307890598984,162.0540324670775,164.91236813214016,76678400,3.289046438912351,163.37225896680368
2022-03-04,159.72425842285156,162.05400359179123,158.67686189722227,161.01639051416453,83737200,3.3771416945689623,160.1517079706217
2022-03-07,155.93601989746094,161.5352302369313,155.68150083148916,159.91028134097652,96418800,5.853729405442152,157.7175836552938
2022-03-08,154.1153106689453,159.44043549933374,152.50994347183405,155.46617371481233,131148300,6.930492027499696,155.35522988003768
2022-03-09,159.5089111328125,159.959203685233,156.04367342146804,158.06995256595388,91454900,3.915530263764964,158.50392941317116
2022-03-10,155.17245483398438,157.00296029096637,152.6860849715575,156.81697023000987,105342000,4.316875319408865,154.95383336550276
2022-03-11,151.46253967285156,155.9164596416208,151.23740079888486,155.57384466842046,96970100,4.679058842735941,152.87213337111908
2022-03-14,147.43930053710938,150.86538982544317,146.9302923114544,148.2517749321591,108732100,3.9350975139887794,148.41166089133563
2022-03-15,151.81491088867188,152.28478532825997,147.20438184151632,147.713390079557,92964300,5.0804034867436485,150.4346926861494
2022-03-16,156.21986389160156,156.62120932527256,151.19820652447248,153.73350876565036,102300200,5.423002800800077,154.6797599137822
2022-03-17,157.22813415527344,157.60011436017203,154.30128444798586,155.26058530967927,75615400,3.2988299121861644,156.37651098781043
2022-03-18,160.51718139648438,161.00662274780382,156.38629519642316,157.1204572234023,123511700,4.6203275513806545,159.30336644690377
2022-03-21,161.88763427734375,162.8371517415441,159.5676719986422,160.0571133745572,95811400,3.2694797429018934,161.43081933917668
2022-03-22,165.2550048828125,165.84232561301783,161.42756947089018,162.0148902010955,81532000,4.414756142127658,164.1749666555735
2022-03-23,166.6156005859375,168.9942779440516,164.1096487837443,164.44248019289995,98062700,4.884629160307298,166.57317577124445
2022-03-24,170.39410400390625,170.46261801995993,166.61561651162776,167.44765777264146,90131400,3.84700150833217,169.15744617849796
2022-03-25,171.0303497314453,171.5785215356228,169.10195003253148,170.2080920251791,80546200,2.4765715030913213,170.5702737665332
2022-03-28,171.89181518554688,172.01905978493204,168.3678313455488,168.53423961902578,90371900,3.6512284393832317,170.75956877200926
2022-03-29,175.18084716796875,175.22977935165113,172.6161644453855,172.95877935054617,100589400,2.6136149062656386,174.3422636550018
2022-03-30,174.01597595214844,175.81711647524634,172.96856432856262,174.77950323773482,92633200,2.8485521466837156,174.26721891865247
2022-03-31,170.92271423339844,174.27049138056103,170.7171422878286,174.0845012718467,103049300,3.553349092732418,171.9701159672627
2022-04-01,170.62905883789062,171.18702920461877,168.3091113767006,170.35497284823808,78751300,2.877917827918168,170.04173313973666
2022-04-04,174.67181396484375,174.72076108227714,170.75628355518236,170.8835430731966,76468400,3.964477527094772,173.3829528674344
2022-04-05,171.3632049560547,174.53479031608524,170.73672061862993,173.7516811601631,73401800,3.798069697455304,172.21157196358993
2022-04-06,168.20140075683594,169.963392443072,166.5373033062765,168.72020734548278,89058800,3.426089136795497,168.23403216872813
2022-04-07,168.50486755371094,169.69910564386342,166.26323274049562,167.54556668896316,77594700,3.4358729033677946,168.15573531268998
2022-04-08,166.49810791015625,168.15242159653383,165.62690315027555,168.15242159653383,76575500,2.5255184462582747,166.75914421898855
2022-04-11,162.2498321533203,165.46056670176085,162.00511144117354,165.14733195722772,72246700,3.455455260587314,163.2385034320849
2022-04-12,164.11947631835938,166.28279871101802,163.12101178667447,164.47187468621496,79265200,3.161786924343545,164.5077622720173
2022-04-13,166.80157470703125,167.4280589196407,163.24824133176645,163.85514371182387,70618900,4.179817587874254,165.82595831947947
2022-04-14,161.79949951171875,167.65322825491936,161.55477886000992,167.01694559853848,75329400,6.098449394909437,163.66916887554933
2022-04-18,161.58416748046875,163.08185675186522,160.11584349387897,160.45844346214486,69023900,2.9660132579862477,161.59395590873763
2022-04-19,163.8649444580078,164.2760883021938,160.44865367684753,161.53521398147984,67723800,3.827434625346285,162.86322881234972
2022-04-20,163.69854736328125,165.31371275678185,162.59242008519655,165.19623667762264,67929800,2.721292671585303,163.86822673508655
2022-04-21,162.90562438964844,167.9077145784473,162.4063996901802,165.343047199771,87227800,5.501314888267103,164.40657955275864
2022-04-22,158.37342834472656,164.3250370614869,158.08955892864606,162.94482378114378,84882400,6.2354781328408535,160.2626747782865
2022-04-25,159.4403839111328,159.72425325965065,155.11372512050855,157.71754117840766,96046400,4.6105281391421045,158.09278743043066
2022-04-26,153.48878479003906,158.91178747297153,153.41047239469103,158.8236916294158,95623200,5.5013150782804985,155.27034821923385
2022-04-27,153.26364135742188,156.4156292897006,152.09876878373368,152.61757531774515,88063200,4.316860505966929,153.92601314361872
2022-04-28,160.18434143066406,161.0457628626786,155.57379800357486,155.88704759214835,130216800,5.4719648591037355,158.9346340989725
2022-04-29,154.32086181640625,162.6903124384376,153.9293146853147,158.42238298865084,131747600,8.760997753122894,156.98016298005282
2022-05-02,154.6243133544922,154.88860092145774,150.0333512355366,153.4007100151784,123055300,4.855249685921137,153.18208850382885
2022-05-03,156.11219787597656,157.31623426694395,153.0189401124905,154.81028218380573,88966500,4.2972941544534535,155.48245741847032
2022-05-04,162.51412963867188,162.96440737050813,155.89687222909777,156.29821776928353,108256500,7.06753514141036,160.4584697460926
2022-05-05,153.4594268798828,160.61505617925764,151.6778534074066,160.38991736716943,130525300,8.937202771851048,155.25077882218235
2022-05-06,154.1848907470703,156.302387766656,151.14588956385867,152.93987884779835,116124600,5.156498202797337,153.87772269252832
2022-05-09,149.06761169433594,152.76342612282588,148.5088364921623,151.88112823098254,131577900,4.254589630663588,150.11329143644136
2022-05-10,151.46937561035156,153.65550196924158,149.92046680625165,152.45950928453797,115366700,3.7350351629899308,151.68178146194828
2022-05-11,143.61700439453125,152.39087300235883,142.9405806152843,150.47925033829725,142689800,9.45029238707454,146.3161526707248
2022-05-12,139.7545166015625,143.32288335129687,136.06851615454784,139.96039053030978,182602000,7.25436719674903,139.71530536913573
2022-05-13,144.21499633789062,145.18551933414366,140.29371306035543,141.74458368466105,113990900,4.891806273788234,143.23140957746324
2022-05-16,142.67591857910156,144.61696502202452,141.3426813570236,142.68573136301794,86643800,3.2742836650009224,142.87852165271656
2022-05-17,146.30308532714844,146.82265416778552,143.79345144967377,145.93055862687706,78336300,3.0292027181117476,145.63973031486924
2022-05-18,138.04879760742188,144.46008977155722,137.14688920750964,143.9601314929513,109742900,7.313200564047577,139.8852588621629
2022-05-19,134.6470947265625,138.87227582415818,133.91185397987616,137.1273056487035,136095600,4.960421844282024,135.81040817686562
2022-05-20,134.88235473632812,137.93115346240322,130.00036063657,136.3528361484188,137426100,7.930792825833208,134.27128961176712
2022-05-23,140.29371643066406,140.4407585737006,134.941158046499,135.07840236616943,117726300,5.499600527201608,138.5585443502879
2022-05-24,137.59783935546875,139.17615657107172,134.62746828487894,138.03898075989613,104132700,4.548688286192771,137.13382140380648
2022-05-25,137.75466918945312,138.99966571047085,135.61756228135172,135.70578755446192,92482700,3.3821034291191268,137.45729906042524
2022-05-26,140.9505615234375,141.4995389264538,134.44123025043575,134.68631051667606,90601500,7.058308676018044,138.96377690010902
2022-05-27,146.69522094726562,146.73442720207444,142.40141055796454,142.5288570634857,90978500,4.333016644109904,145.27701956910153
2022-05-31,145.91094970703125,147.69514080945274,143.9503080341332,146.1364342695409,103718400,3.744832775319537,145.85213285020572
2022-06-01,145.7835235595703,148.75389460714223,144.7737792988703,146.95009283292427,74286600,3.980115308271934,146.43706582186095
2022-06-02,148.23431396484375,148.29313081917098,143.96991252402043,144.920824891666,72348100,4.323218295150554,146.83245243601172
2022-06-03,142.51904296875,145.05807025566116,141.61714962601158,144.00911981753086,88570300,3.4409206296495825,143.06475428347426
2022-06-06,143.26409912109375,145.64628674294468,142.04849579123675,144.13658414441952,71598400,3.5977909517079354,143.65296055175838
2022-06-07,145.7835235595703,146.06781003090646,141.26424373812603,141.50932395629872,67808200,4.803566292780431,144.37185910953426
2022-06-08,145.0482940673828,146.92069570984725,144.5581335933167,145.65608826850138,53950200,2.3625621165305404,145.50904112351557
2022-06-09,139.83294677734375,145.03844740252498,139.72511089989996,144.18557316361037,69473000,5.31333650262502,141.5321683599229
2022-06-10,134.43141174316406,137.9899664897166,134.36278209908923,137.51941663931075,91437900,3.6271843906273773,135.59472011065665
2022-06-13,129.2847137451172,132.53937106937602,128.85337019356888,130.25522177759234,122207100,3.6860008758071388,130.2258183360207
2022-06-14,130.1473846435547,131.25515193955982,128.8925752102517,130.51011351307002,84784300,2.362576729308131,130.09837059778874
2022-06-15,132.76486206054688,134.63727870714715,129.55922325217023,131.64729675078482,91533000,5.078055454976919,132.32045467328808
2022-06-16,127.50052642822266,129.78467578709342,126.50059498012912,129.48077871917013,108123900,3.2840808069642975,127.92859906514839
